Marker,Genotyp,Lab_parameter,N,Median,Q1,Q3,Priemer,SD
HFE_S65C,wt,Imunoblot ANA: Jo-1,183,0.0,0.0,0.0,0.042,0.461
HFE_S65C,wt,Imunoblot ANA: SS-A/Ro52kD,183,0.0,0.0,0.0,0.089,0.45
HFE_S65C,wt,Imunoblot ANA: SS-A/Ro60kD,183,0.0,0.0,0.0,0.067,0.481
HFE_S65C,wt,Imunoblot ANA: Rib-PO,183,0.0,0.0,0.0,0.073,0.262
HFE_S65C,wt,Imunoblot ANA: PCNA,183,0.0,0.0,0.0,0.04,0.191
HFE_S65C,wt,Imunoblot ANA: SmD1,182,0.0,0.0,0.0,0.011,0.07
HFE_S65C,wt,Imunoblot ANA: SS-B/La,179,0.0,0.0,0.0,0.105,0.557
HFE_S65C,wt,p-ANCA,114,1.11,0.692,2.225,1.681,1.578
HFE_S65C,wt,c-ANCA,112,1.37,0.665,2.36,2.281,3.129
HFE_S65C,het,Troponín T hs,15,0.117,0.015,0.916,29.846,77.852
HFE_S65C,wt,Troponín T hs,167,9.0,0.085,30.0,59.782,397.768
HFE_S65C,wt,Interleukín -6,111,26.2,7.6,80.1,767.19,4957.203
HFE_S65C,wt,Kalcium ionizované_S,133,1.085,0.96,1.15,1.032,0.23
HFE_S65C,wt,D_dimer INOV,86,1080.0,410.0,4932.5,4265.349,7421.122
HFE_S65C,wt,T Ly_CD3+,53,79.0,72.0,83.0,76.736,9.483
HFE_S65C,wt,Ak.TLyCD3+HLADR+_ap,53,152.0,110.0,203.0,216.453,238.379
HFE_S65C,wt,Lymfocyty,53,26.0,18.0,32.0,24.811,10.618
HFE_S65C,wt,Leukocyty,53,6.1,5.0,8.1,7.14,4.332
HFE_S65C,wt,Aktiv.TLy_CD3+HLADR+,53,11.0,7.0,17.0,12.736,6.72
HFE_S65C,wt,T Ly_CD3+_ a.p.,53,1201.0,875.0,1488.0,1250.075,751.588
HFE_S65C,wt,Pomoc.TLy_CD4+_a.p,52,738.0,572.75,1036.5,790.442,423.444
HFE_S65C,wt,Pomoc.TLy_CD4+,52,50.0,44.75,59.0,49.192,12.867
HFE_S65C,wt,B Ly _CD19+_ a.p.,52,138.5,71.25,178.0,139.019,91.207
HFE_S65C,wt,NKbb._CD16+CD56+_ap,52,155.5,96.0,226.75,193.269,162.16
HFE_S65C,wt,NKbb._ CD16+CD56+,52,11.5,7.0,14.25,12.423,7.591
HFE_S65C,wt,Cyt.TLy_CD8+,52,23.0,18.0,29.25,24.731,8.81
HFE_S65C,wt,B Ly_ CD19+,52,9.0,6.0,12.0,9.442,5.869
HFE_S65C,wt,Imunoreg.index_IRI,52,2.1,1.5,3.025,2.34,1.176
HFE_S65C,wt,Cyt.TLy_CD8+_a.p,52,351.0,215.25,471.25,422.385,427.319
HFE_S65C,wt,Žlčové kyseliny,16,5.15,4.25,12.6,46.15,93.998
HFE_S65C,wt,anti TPO_S,45,35.8,28.0,157.9,260.546,461.885
HFE_S65C,het,Krvný obr._DIFF_RET: Bazofily_#,7,0.01,0.01,0.025,0.023,0.027
HFE_S65C,wt,Krvný obr._DIFF_RET: Bazofily_#,141,0.01,0.01,0.03,0.026,0.041
HFE_S65C,het,Krvný obr._DIFF_RET: Stredná konc._HGB,7,24.6,24.25,26.75,26.029,3.777
HFE_S65C,wt,Krvný obr._DIFF_RET: Stredná konc._HGB,141,30.7,29.1,33.8,31.667,3.983
HFE_S65C,het,Krvný obr._DIFF_RET: Stred. far.konc._HGB,7,310.0,305.0,319.0,310.571,12.246
HFE_S65C,wt,Krvný obr._DIFF_RET: Stred. far.konc._HGB,141,334.0,321.0,345.0,333.901,17.897
HFE_S65C,het,Krvný obr._DIFF_RET: Stredný objem_RBC,7,78.6,77.2,86.9,83.7,10.485
HFE_S65C,wt,Krvný obr._DIFF_RET: Stredný objem_RBC,141,92.9,88.2,99.2,94.791,10.63
HFE_S65C,het,Krvný obr._DIFF_RET: Trombocyty_PLT,7,239.0,199.5,267.5,236.714,87.876
HFE_S65C,wt,Krvný obr._DIFF_RET: Trombocyty_PLT,141,197.0,118.0,270.0,205.447,131.322
HFE_S65C,het,Krvný obr._DIFF_RET: Retikulocyty_#,7,50.3,29.95,58.35,49.143,23.315
HFE_S65C,wt,Krvný obr._DIFF_RET: Retikulocyty_#,141,50.0,35.5,74.0,65.067,52.738
HFE_S65C,het,Krvný obr._DIFF_RET: Erytrocyty_RBC,7,4.12,3.49,4.38,3.893,0.63
HFE_S65C,wt,Krvný obr._DIFF_RET: Erytrocyty_RBC,141,3.85,3.31,4.45,3.854,0.932
HFE_S65C,het,Krvný obr._DIFF_RET: Leukocyty_WBC,7,6.9,5.1,9.9,7.643,3.115
HFE_S65C,wt,Krvný obr._DIFF_RET: Leukocyty_WBC,141,6.4,4.7,8.4,7.579,4.885
HFE_S65C,het,Krvný obr._DIFF_RET: Retikulocyty_%,7,1.3,0.7,1.85,1.371,0.787
HFE_S65C,wt,Krvný obr._DIFF_RET: Retikulocyty_%,141,1.2,0.9,1.9,1.95,2.349
HFE_S65C,het,Krvný obr._DIFF_RET: Hemoglobín_HGB,7,104.0,88.5,112.5,100.143,13.945
HFE_S65C,wt,Krvný obr._DIFF_RET: Hemoglobín_HGB,141,119.0,107.0,133.0,119.745,23.705
HFE_S65C,het,Krvný obr._DIFF_RET: Bazofily_%,7,0.2,0.15,0.35,0.314,0.329
HFE_S65C,wt,Krvný obr._DIFF_RET: Bazofily_%,141,0.2,0.1,0.5,0.39,0.51
HFE_S65C,het,Krvný obr._DIFF_RET: Hematokrit_HCT,7,0.337,0.296,0.35,0.322,0.036
HFE_S65C,wt,Krvný obr._DIFF_RET: Hematokrit_HCT,141,0.355,0.32,0.4,0.359,0.07
HFE_S65C,wt,ABR_artéria: HCO3_B - akt.,162,21.25,18.2,24.775,21.278,5.716
HFE_S65C,wt,ABR_artéria: O2_B sat,162,96.05,88.4,98.275,91.126,11.761
HFE_S65C,wt,ABR_artéria: pH_B,162,7.373,7.311,7.43,7.353,0.129
HFE_S65C,wt,ABR_artéria: HCO3_B -  stand.,162,21.4,18.825,24.3,21.341,4.872
HFE_S65C,wt,ABR_artéria: BB_B,162,43.5,39.0,46.225,42.391,6.609
HFE_S65C,wt,ABR_artéria: BE_B,162,-3.55,-6.875,0.075,-3.845,6.534
HFE_S65C,het,Krvný obr._DIFF_RET: Monocyty_#,7,0.58,0.465,0.76,0.606,0.24
HFE_S65C,wt,Krvný obr._DIFF_RET: Monocyty_#,140,0.525,0.35,0.715,0.577,0.341
HFE_S65C,het,Krvný obr._DIFF_RET: Eozinofily_%,7,10.5,3.95,13.25,11.529,10.54
HFE_S65C,wt,Krvný obr._DIFF_RET: Eozinofily_%,140,1.75,0.775,2.8,1.964,1.639
HFE_S65C,het,Krvný obr._DIFF_RET: Lymfocyty_#,7,1.29,1.085,1.375,1.227,0.205
HFE_S65C,wt,Krvný obr._DIFF_RET: Lymfocyty_#,140,1.27,0.908,1.702,1.369,0.771
HFE_S65C,het,Krvný obr._DIFF_RET: Eozinofily_#,7,0.58,0.385,0.775,1.001,1.343
HFE_S65C,wt,Krvný obr._DIFF_RET: Eozinofily_#,140,0.09,0.05,0.17,0.126,0.124
HFE_S65C,het,Krvný obr._DIFF_RET: Monocyty_%,7,8.3,7.0,9.85,8.129,2.096
HFE_S65C,wt,Krvný obr._DIFF_RET: Monocyty_%,140,7.8,5.7,10.625,8.599,3.995
HFE_S65C,het,Krvný obr._DIFF_RET: Lymfocyty_%,7,20.7,12.15,25.25,18.743,8.086
HFE_S65C,wt,Krvný obr._DIFF_RET: Lymfocyty_%,140,20.1,14.7,27.875,21.182,9.659
HFE_S65C,het,Krvný obr._DIFF_RET: Neutrofily_%,7,55.2,53.65,69.6,61.286,10.361
HFE_S65C,wt,Krvný obr._DIFF_RET: Neutrofily_%,140,68.35,61.0,74.625,67.863,11.756
HFE_S65C,wt,ABR_artéria: PO2_B,162,10.67,8.152,16.798,12.311,5.99
HFE_S65C,wt,ABR_artéria: PCO2_B,162,4.955,4.322,5.94,5.145,1.383
HFE_S65C,het,Krvný obr._DIFF_RET: Nezrelé formy RET,7,8.8,6.95,20.8,14.1,9.984
HFE_S65C,wt,Krvný obr._DIFF_RET: Nezrelé formy RET,140,7.3,4.675,14.3,10.432,8.161
HFE_S65C,het,Krvný obr._DIFF_RET: Neutrofily_#,7,3.79,2.99,6.29,4.784,2.361
HFE_S65C,wt,Krvný obr._DIFF_RET: Neutrofily_#,140,4.09,2.992,5.882,5.346,4.266
HFE_S65C,het,Meď_S,11,19.9,17.0,22.9,20.009,4.665
HFE_S65C,wt,Meď_S,264,17.87,14.5,21.3,18.599,5.504
HFE_S65C,het,Krvný obr._DIFF_RET: Šírka dist.kriv._RBC,7,18.0,17.05,18.75,18.1,1.98
HFE_S65C,wt,Krvný obr._DIFF_RET: Šírka dist.kriv._RBC,140,14.45,13.4,16.125,15.039,2.207
HFE_S65C,wt,Diff.rozpočet_ WBC: Lymfocyty,8,0.18,0.102,0.288,0.204,0.153
HFE_S65C,het,Beta2 mikroglob. _S,5,3.4,2.8,4.5,4.06,1.988
HFE_S65C,wt,Beta2 mikroglob. _S,119,2.9,2.3,4.5,3.75,2.351
HFE_S65C,wt,Diff.rozpočet_ WBC: Neutrofilné segmenty,9,0.54,0.33,0.72,0.53,0.225
HFE_S65C,het,NT-proBNP,12,2445.5,1162.25,6767.0,6161.833,8740.573
HFE_S65C,wt,NT-proBNP,137,1119.0,280.0,7371.0,5423.533,9993.269
HFE_S65C,wt,CCP,53,1.84,0.75,4.8,3.015,3.234
HFE_S65C,wt,Calprotektin,14,168.08,21.325,522.28,353.813,491.883
HFE_S65C,wt,Diff.rozpočet_ WBC: Monocyty,9,0.06,0.02,0.06,0.043,0.024
HFE_S65C,het,Krvný obr._DIFF_RET: Stredný objem_PLT,7,10.6,10.2,11.05,10.643,0.5
HFE_S65C,wt,Krvný obr._DIFF_RET: Stredný objem_PLT,122,11.0,10.25,11.8,11.024,1.105
HFE_S65C,het,CVK_S,11,53.3,43.25,65.2,54.382,14.597
HFE_S65C,wt,CVK_S,187,46.3,32.2,60.7,46.702,18.74
HFE_S65C,het,NVK_S,11,42.4,24.5,58.25,38.945,22.482
HFE_S65C,wt,NVK_S,182,29.25,11.1,41.1,28.319,18.543
HFE_S65C,wt,Trombínový čas,151,18.7,16.2,21.3,19.275,4.071
HFE_S65C,wt,ANA  HEp-2,62,5.59,1.96,7.64,10.882,37.817
HFE_S65C,wt,dsDNA IgG,60,3.13,1.508,6.88,13.96,46.013
HFE_S65C,wt,anti- transglut. IgA,9,1.78,0.95,19.9,23.792,40.872
HFE_S65C,wt,anti TG_S,40,17.0,15.0,150.75,90.125,126.914
HFE_S65C,wt,Diff.rozpočet_ WBC: Eozinofily,5,0.05,0.04,0.06,0.048,0.019
HFE_S65C,het,AFP_S,9,6.47,4.01,17.02,41.846,100.743
HFE_S65C,wt,AFP_S,173,3.41,2.2,5.7,257.771,1879.076
HFE_S65C,wt,CIK_S,6,68.0,68.0,70.25,67.5,14.096
HFE_S65C,het,Etanol v sére,6,0.032,0.03,0.054,0.453,1.019
HFE_S65C,wt,Etanol v sére,185,0.03,0.03,0.053,0.312,0.791
HFE_S65C,wt,Prealbumín_S,18,0.24,0.09,0.295,0.209,0.12
HFE_S65C,het,Cholinesteráza_S,9,120.09,78.05,132.87,120.95,63.554
HFE_S65C,wt,Cholinesteráza_S,162,126.485,86.028,177.3,134.264,68.357
HFE_S65C,wt,Glykémia_5/4,146,8.6,6.025,13.7,10.139,5.489
HFE_S65C,wt,Imunoblot Liver Pro: SLA,146,0.0,0.0,0.0,0.036,0.285
HFE_S65C,wt,Imunoblot Liver Pro: LKM1,146,0.0,0.0,0.0,0.062,0.217
HFE_S65C,wt,Imunoblot Liver Pro: AMA-M2,146,0.0,0.0,0.0,0.058,0.134
HFE_S65C,wt,Diff.rozpočet_ WBC: Neutrofil.nesegmenty,7,0.06,0.035,0.09,0.061,0.038
HFE_S65C,wt,Imunoblot Liver Pro: Sp100,146,0.0,0.0,0.0,0.059,0.487
HFE_S65C,wt,Imunoblot Liver Pro: LC1,146,0.0,0.0,0.0,0.065,0.179
HFE_S65C,wt,Imunoblot Liver Pro: gp210,146,0.0,0.0,0.33,0.271,0.559
HFE_S65C,het,CEA _S,6,1.564,0.992,2.163,1.596,0.663
HFE_S65C,wt,CEA _S,65,2.223,1.321,4.971,19.999,118.353
HFE_S65C,wt,AMAM2,127,1.02,0.3,1.825,1.591,2.095
HFE_S65C,wt,IgE celkové FOOKE,33,22.62,15.11,74.5,110.449,235.411
HFE_S65C,het,Močový sediment: Valce,7,0.0,0.0,2.5,3.286,6.751
HFE_S65C,wt,Močový sediment: Valce,78,1.0,0.0,2.0,1.244,1.653
HFE_S65C,het,CA 19-9_S,6,28.25,21.075,31.15,52.967,72.137
HFE_S65C,wt,CA 19-9_S,63,7.3,2.0,22.45,2506.711,17647.444
HFE_S65C,wt,SLA a LP,118,0.8,0.532,1.302,2.449,11.672
HFE_S65C,wt,LKM1,119,0.36,0.17,0.75,0.63,1.091
HFE_S65C,het,NSE_S,6,14.37,12.735,15.51,14.99,5.703
HFE_S65C,wt,NSE_S,102,14.86,10.94,19.45,16.624,8.03
HFE_S65C,wt,Osmolalita_S,45,290.0,282.0,299.0,291.756,16.16
HFE_S65C,wt,HBDH_S,14,4.4,3.2,7.125,6.921,6.507
HFE_S65C,het,Haptoglobín_S,6,1.055,0.482,1.642,1.185,0.935
HFE_S65C,wt,Haptoglobín_S,133,0.97,0.38,1.66,1.114,0.982
HFE_S65C,wt,Glykémia_5/3,108,8.1,5.875,11.85,9.345,4.9
HFE_S65C,wt,Antitrombín III,87,66.5,51.95,93.65,75.314,34.046
HFE_S65C,wt,Proteinúria kvant._U,44,0.161,0.099,0.421,0.409,0.602
HFE_S65C,het,Factor V,5,133.5,56.1,162.2,116.5,57.952
HFE_S65C,wt,Factor V,115,93.6,66.55,151.5,107.123,51.313
HFE_S65C,wt,Kreatinín_U (zbier.),39,5560.0,3690.0,7645.0,5966.187,3106.718
HFE_S65C,wt,LC1,96,0.755,0.442,1.34,0.977,0.844
HFE_S65C,wt,anti- transglut. IgG,8,3.595,0.84,28.97,23.651,37.924
HFE_S65C,wt,Amoniak_P,115,57.0,41.5,81.0,65.852,41.929
HFE_S65C,wt,Tub. resorbcia,36,98.055,97.112,98.892,96.431,5.497
HFE_S65C,wt,Amyláza_U (jednoráz),85,5.85,2.53,20.08,29.05,104.27
HFE_S65C,wt,Glykémia_5/2,86,10.35,7.55,13.275,10.726,3.994
HFE_S65C,wt,ASCA IgG,12,3.345,2.59,8.872,12.914,28.415
HFE_S65C,wt,ASCA IgA,12,3.25,1.792,12.005,29.07,59.509
HFE_S65C,het,Punktát_WBC,7,0.2,0.135,0.285,0.227,0.139
HFE_S65C,wt,Punktát_WBC,109,0.17,0.09,0.33,0.488,1.136
HFE_S65C,wt,DGP IgA,14,0.85,0.332,3.012,6.726,15.773
HFE_S65C,wt,DGP IgG,14,0.925,0.503,3.955,10.522,22.348
HFE_S65C,wt,HbA1c %,54,7.05,6.125,8.95,7.567,2.086
HFE_S65C,wt,HbA1c,54,54.5,43.65,76.25,60.42,23.834
HFE_S65C,wt,DNP / Nucleo-h /,16,1.13,0.522,1.392,1.638,2.751
HFE_S65C,het,AMA-M2,7,1.23,0.97,1.47,1.29,0.662
HFE_S65C,wt,AMA-M2,94,1.4,0.643,2.638,3.948,16.72
HFE_S65C,wt,IGG4,94,0.568,0.285,1.272,0.943,1.081
HFE_S65C,wt,ABR_kapilára: HCO3_B - akt.,17,22.6,19.7,24.5,21.912,3.823
HFE_S65C,wt,ABR_kapilára: PCO2_B,17,4.44,4.0,4.85,4.432,0.539
HFE_S65C,wt,ABR_kapilára: HCO3_B -  stand.,17,24.3,20.7,24.8,23.0,3.17
HFE_S65C,wt,ABR_kapilára: O2_B sat,17,93.1,91.0,94.9,92.794,2.971
HFE_S65C,wt,ABR_kapilára: PO2_B,17,8.28,7.68,8.97,8.623,1.738
HFE_S65C,wt,ABR_kapilára: pH_B,17,7.441,7.393,7.473,7.433,0.041
HFE_S65C,wt,ABR_kapilára: BE_B,17,0.0,-4.5,0.6,-1.682,3.913
HFE_S65C,wt,ABR_kapilára: BB_B,17,46.9,42.0,48.4,45.353,4.298
HFE_S65C,wt,Glykémia_5/1,74,6.25,4.5,9.5,7.343,3.813
HFE_S65C,wt,Laktát_P_artéria,45,2.1,1.2,2.5,3.727,6.396
HFE_S65C,wt,Laktát_P,66,2.65,2.125,3.2,2.845,1.252
HFE_S65C,wt,Solub.transf.recep_S,20,0.96,0.69,1.68,1.461,1.182
HFE_S65C,het,anti-SLA/LP,6,0.73,0.375,0.898,0.787,0.709
HFE_S65C,wt,anti-SLA/LP,83,0.88,0.595,1.445,1.664,2.971
HFE_S65C,het,anti-LKM-1,6,0.23,0.192,0.32,0.435,0.532
HFE_S65C,wt,anti-LKM-1,82,0.25,0.062,0.658,0.456,0.553
HFE_S65C,wt,CA 72-4_S,31,1.4,1.065,2.795,15.97,56.258
HFE_S65C,wt,anti transglutam.IgA,11,1.13,0.5,2.635,2.22,2.883
HFE_S65C,wt,CYFRA  21-1_S,31,1.99,1.505,4.185,15.812,41.904
HFE_S65C,wt,Glykémia_3/3,65,9.1,5.7,12.9,10.297,5.259
HFE_S65C,wt,Kortizol_S_ a.m.,25,426.0,178.0,654.0,639.16,937.98
HFE_S65C,wt,Glykémia_3/2,66,10.2,7.9,12.9,10.52,4.571
HFE_S65C,wt,PSAc_S,25,0.562,0.402,2.22,1.499,1.622
HFE_S65C,wt,Chol.celk._ascites,71,1.29,1.29,1.29,1.351,0.418
HFE_S65C,wt,Kortizol_S,40,345.5,158.25,476.25,334.7,208.884
HFE_S65C,wt,Signál Meď,70,2.19,1.1,3.388,2.806,2.636
HFE_S65C,het,Bielkovina_ ascites,5,19.4,11.7,23.4,21.16,13.03
HFE_S65C,wt,Bielkovina_ ascites,69,17.8,13.0,23.3,20.342,11.712
HFE_S65C,wt,GF-rozdiel,36,-2.58,-28.298,30.368,12.089,66.122
HFE_S65C,het,LDH_ascites,5,0.9,0.8,1.5,1.12,0.449
HFE_S65C,wt,LDH_ascites,66,1.1,0.8,1.7,1.806,2.119
HFE_S65C,wt,GF-(S+U)-dospelí,36,1.13,0.565,1.845,1.309,0.847
HFE_S65C,wt,GF(S)-Cockroft,36,1.075,0.742,1.675,1.186,0.649
HFE_S65C,wt,Cu_U_diuréza,67,0.55,0.295,0.855,0.746,0.798
HFE_S65C,wt,Glykémia_3/1,58,6.05,4.4,8.6,7.234,3.799
HFE_S65C,wt,Elementy_CSF: Ly_CSF,12,4.5,2.5,9.25,11.0,16.852
HFE_S65C,wt,Triacylglyc._ascites,65,0.42,0.32,0.51,0.462,0.278
HFE_S65C,wt,Chloridy_CSF,12,124.0,121.75,127.25,124.917,3.895
HFE_S65C,wt,CA 125_S,25,22.2,10.7,37.4,389.676,1140.387
HFE_S65C,wt,Glukóza_CSF,12,4.175,3.18,4.388,4.397,1.932
HFE_S65C,wt,CB_CSF,12,0.47,0.422,0.688,0.576,0.292
HFE_S65C,wt,Elementy_CSF: Le_CSF,12,2.5,1.0,5.5,11.0,20.365
HFE_S65C,wt,Chloridy_U (zbieraný,9,44.0,15.0,97.0,69.111,69.931
HFE_S65C,wt,Kálium_U (zbieraný),9,17.8,9.2,24.3,17.3,8.987
HFE_S65C,wt,Nátrium_U (zbieraný),9,55.0,27.0,95.0,77.333,61.984
HFE_S65C,wt,Addisov sediment: Valce,9,0.0,0.0,1.0,0.778,1.641
HFE_S65C,wt,Addisov sediment: Leukocyty,9,2.0,1.0,3.0,10.889,20.466
HFE_S65C,wt,Addisov sediment: Erytrocyty,9,1.0,1.0,4.0,13.667,33.645
HFE_S65C,wt,Laktát_CSF,11,2.1,1.95,2.65,2.555,1.283
HFE_S65C,wt,C-Peptid_S,31,2.55,1.515,3.285,3.099,2.508
HFE_S65C,wt,Kreatinín_UJ (jednor,26,8530.0,6335.0,11766.8,9259.108,5525.508
HFE_S65C,wt,Albumín_U (jednoráz),26,10.515,6.252,28.775,108.88,419.094
HFE_S65C,wt,ACLA IgG/M/A,10,1.785,1.472,3.082,2.917,3.056
HFE_S65C,wt,CA 15-3_S,12,26.7,21.7,38.9,39.95,42.948
HFE_S65C,wt,Glukóza_pleur.punkt.,53,6.49,5.87,7.53,6.875,1.726
HFE_S65C,wt,MIA_UJ (album/kreat),23,9.67,6.48,52.165,138.973,483.664
HFE_S65C,wt,Osmolalita_U (jednor,5,453.0,390.0,477.0,473.8,185.14
HFE_S65C,wt,Pankreat. elastáza,10,500.0,347.167,500.0,386.942,182.665
HFE_S65C,wt,Protrombín IgM,8,2.49,2.062,8.838,6.32,6.73
HFE_S65C,wt,Protrombín IgG,8,5.175,3.682,5.842,6.149,5.493
HFE_S65C,wt,Parathormón_S,15,46.0,24.65,189.0,142.947,204.429
HFE_S65C,wt,Beta2-Glyco-Check,7,2.19,1.37,3.425,2.526,1.523
HFE_S65C,wt,SCCA_S,8,1.25,0.95,1.775,1.338,0.566
HFE_S65C,wt,Prolaktín_S,8,16.35,14.175,27.125,18.425,8.416
HFE_S65C,wt,Lupus antikoagulans1,9,37.2,34.3,51.3,42.489,12.318
HFE_S65C,wt,FSH _S,7,5.0,4.8,93.4,45.229,50.714
HFE_S65C,wt,LH_S,6,7.35,3.175,39.65,20.4,23.971
HFE_S65C,wt,Glukóza_kapil._sólo,17,9.49,7.05,19.3,12.779,7.846
HFE_S65C,wt,Protein C,7,98.0,93.95,112.8,101.257,26.876
HFE_S65C,wt,Krvný obraz_RET: Trombocyty_PLT,26,165.5,92.0,218.5,179.385,110.97
HFE_S65C,wt,Krvný obraz_RET: Hemoglobín_HGB,26,104.0,88.5,123.0,104.346,22.034
HFE_S65C,wt,Krvný obraz_RET: Leukocyty_WBC,26,6.15,4.3,8.6,6.9,3.745
HFE_S65C,wt,Krvný obraz_RET: Nezrelé formy RET,26,9.75,3.35,17.675,13.962,12.643
HFE_S65C,wt,Krvný obraz_RET: Stredná konc._HGB,26,31.8,30.05,33.65,31.719,3.473
HFE_S65C,wt,Krvný obraz_RET: Stredný objem_RBC,26,96.4,89.65,100.475,95.831,8.966
HFE_S65C,wt,Krvný obraz_RET: Hematokrit_HCT,26,0.309,0.281,0.368,0.316,0.065
HFE_S65C,wt,Krvný obraz_RET: Erytrocyty_RBC,26,3.38,2.672,3.928,3.345,0.853
HFE_S65C,wt,Krvný obraz_RET: Retikulocyty_#,26,53.15,34.625,77.8,75.415,64.636
HFE_S65C,wt,Krvný obraz_RET: Retikulocyty_%,26,1.85,1.075,2.3,2.508,2.727
HFE_S65C,wt,Krvný obraz_RET: Stred. far.konc._HGB,26,331.0,318.75,341.0,330.923,17.373
HFE_S65C,wt,Krvný obraz_RET: Šírka dist.kriv._RBC,26,15.65,14.425,18.425,16.642,3.017
HFE_S65C,wt,Estradiol _S,7,18.0,12.1,103.85,68.786,91.092
HFE_S65C,wt,PTT-LA: PTT-LA_ratio,8,0.975,0.918,0.988,0.976,0.179
HFE_S65C,wt,PTT-LA: PTT-LA_sekundy,8,25.75,23.2,26.775,26.162,4.653
HFE_S65C,wt,Diaminooxidaza,8,13.625,11.335,42.89,25.165,18.222
HFE_S65C,wt,Krvný obraz_RET: Stredný objem_PLT,22,11.05,10.525,11.75,11.118,0.981
HFE_S65C,wt,ProC Global,8,0.78,0.685,1.135,0.891,0.265
HFE_C282Y,het,Kreatinín_S,217,83.0,68.0,115.0,123.591,114.092
HFE_C282Y,hom,Kreatinín_S,50,74.25,66.6,86.575,78.002,15.517
HFE_C282Y,wt,Kreatinín_S,2837,76.9,62.4,104.0,103.913,92.779
HFE_C282Y,het,Urea_S,216,4.9,3.8,7.925,7.977,8.505
HFE_C282Y,hom,Urea_S,51,4.3,3.1,5.35,4.269,1.683
HFE_C282Y,wt,Urea_S,2819,5.0,3.5,7.3,7.062,7.202
HFE_C282Y,het,AST_S,213,0.73,0.43,1.6,1.792,3.124
HFE_C282Y,hom,AST_S,44,0.385,0.298,0.72,0.819,1.322
HFE_C282Y,wt,AST_S,2927,0.82,0.48,1.73,2.269,7.836
HFE_C282Y,het,ALT_S,209,0.79,0.48,1.58,2.148,3.538
HFE_C282Y,hom,ALT_S,44,0.36,0.285,0.502,0.495,0.377
HFE_C282Y,wt,ALT_S,2910,0.86,0.5,1.728,2.385,6.371
HFE_C282Y,het,CRP_S,161,8.58,2.9,34.5,27.962,38.836
HFE_C282Y,hom,CRP_S,48,66.3,5.655,138.0,85.795,91.531
HFE_C282Y,wt,CRP_S,2260,15.7,4.14,43.3,34.183,48.009
HFE_C282Y,het,GMT_S,207,1.8,0.765,3.875,3.5,4.484
HFE_C282Y,hom,GMT_S,40,0.895,0.585,1.332,1.57,2.235
HFE_C282Y,wt,GMT_S,2807,2.22,1.04,5.44,5.391,10.41
HFE_C282Y,het,ALP_S,201,1.88,1.27,3.03,2.335,1.385
HFE_C282Y,hom,ALP_S,39,1.34,1.12,1.65,1.625,1.01
HFE_C282Y,wt,ALP_S,2692,1.9,1.33,3.09,2.771,2.869
HFE_C282Y,het,GF(S)- MDRD,215,1.31,0.795,1.5,1.166,0.507
HFE_C282Y,hom,GF(S)- MDRD,49,1.47,1.3,1.67,1.486,0.31
HFE_C282Y,wt,GF(S)- MDRD,2831,1.37,0.96,1.72,1.366,0.63
HFE_C282Y,het,Kálium-S,181,4.1,3.7,4.35,3.99,0.621
HFE_C282Y,hom,Kálium-S,47,4.1,3.65,4.205,3.979,0.427
HFE_C282Y,wt,Kálium-S,2648,4.0,3.6,4.4,4.004,0.638
HFE_C282Y,het,Nátrium-S,181,139.0,136.0,141.0,137.84,5.117
HFE_C282Y,hom,Nátrium-S,47,141.6,139.0,143.0,141.417,2.771
HFE_C282Y,wt,Nátrium-S,2649,139.0,136.0,141.0,138.387,5.138
HFE_C282Y,het,Chloridy-S,162,103.0,99.7,105.75,101.336,6.469
HFE_C282Y,hom,Chloridy-S,45,104.0,102.0,106.9,104.042,2.936
HFE_C282Y,wt,Chloridy-S,2487,103.0,99.0,106.0,102.16,5.813
HFE_C282Y,het,Glukóza_ S,197,5.6,4.81,6.56,6.214,2.188
HFE_C282Y,hom,Glukóza_ S,49,4.89,4.36,5.67,5.176,1.22
HFE_C282Y,wt,Glukóza_ S,2402,5.49,4.8,6.72,6.289,3.143
HFE_C282Y,het,Albumín_S,132,36.05,29.95,42.025,35.371,7.61
HFE_C282Y,hom,Albumín_S,25,41.8,34.0,44.0,39.088,6.461
HFE_C282Y,wt,Albumín_S,1861,32.3,25.1,39.3,32.085,8.812
HFE_C282Y,het,Krvný obr._DIFF_5pop: Hemoglobín_HGB,105,134.0,119.0,147.0,130.695,23.535
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Hemoglobín_HGB,14,132.5,117.0,138.0,130.071,16.193
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Hemoglobín_HGB,1178,121.0,104.25,138.0,120.588,22.997
HFE_C282Y,het,Krvný obr._DIFF_5pop: Trombocyty_PLT,105,189.0,113.0,256.0,200.305,118.202
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Trombocyty_PLT,14,261.0,210.0,370.0,322.714,152.281
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Trombocyty_PLT,1178,219.0,145.0,292.0,232.545,125.164
HFE_C282Y,het,Krvný obr._DIFF_5pop: Hematokrit_HCT,105,0.394,0.355,0.441,0.387,0.069
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Hematokrit_HCT,14,0.401,0.38,0.412,0.4,0.035
