Marker,Genotyp,Lab_parameter,N,Median,Q1,Q3,Priemer,SD
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Hematokrit_HCT,1178,0.359,0.311,0.407,0.36,0.068
HFE_C282Y,het,Krvný obr._DIFF_5pop: Stredný objem_RBC,105,93.5,90.0,97.6,93.549,7.675
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Stredný objem_RBC,14,92.8,92.25,100.75,95.371,5.805
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Stredný objem_RBC,1178,92.4,87.2,98.9,93.813,9.449
HFE_C282Y,het,Krvný obr._DIFF_5pop: Leukocyty_WBC,105,7.2,6.0,9.1,7.84,3.36
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Leukocyty_WBC,14,7.1,6.025,7.95,7.114,1.198
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Leukocyty_WBC,1178,6.9,5.3,9.9,8.348,5.109
HFE_C282Y,het,Krvný obr._DIFF_5pop: Erytrocyty_RBC,105,4.23,3.69,4.77,4.175,0.825
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Erytrocyty_RBC,14,4.28,4.065,4.425,4.197,0.354
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Erytrocyty_RBC,1178,3.9,3.26,4.53,3.885,0.851
HFE_C282Y,het,Krvný obr._DIFF_5pop: Stred.far.konc._HGB,105,337.0,329.0,345.0,338.086,15.858
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Stred.far.konc._HGB,14,326.5,322.25,335.5,324.786,15.368
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Stred.far.konc._HGB,1178,335.0,326.0,345.0,334.885,15.749
HFE_C282Y,het,Krvný obr._DIFF_5pop: Stredná konc._HGB,105,31.8,30.1,33.5,31.662,3.266
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Stredná konc._HGB,14,30.35,29.4,31.275,30.95,2.377
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Stredná konc._HGB,1178,30.7,29.2,33.4,31.448,3.765
HFE_C282Y,het,Krvný obr._DIFF_5pop: Lymfocyty_%,105,20.7,14.2,28.9,21.129,8.367
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Lymfocyty_%,14,20.25,17.275,26.225,22.229,7.852
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Lymfocyty_%,1178,20.2,12.625,28.275,20.738,10.757
HFE_C282Y,het,Krvný obr._DIFF_5pop: Lymfocyty_#,105,1.41,0.99,1.84,1.563,0.763
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Lymfocyty_#,14,1.59,1.292,1.688,1.514,0.36
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Lymfocyty_#,1178,1.345,0.87,1.87,1.485,0.91
HFE_C282Y,het,Krvný obr._DIFF_5pop: Bazofilily_#,105,0.02,0.01,0.03,0.022,0.02
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Bazofilily_#,14,0.01,0.002,0.01,0.016,0.019
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Bazofilily_#,1178,0.02,0.01,0.03,0.028,0.034
HFE_C282Y,het,Krvný obr._DIFF_5pop: Bazofily_%,105,0.2,0.2,0.4,0.307,0.269
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Bazofily_%,14,0.15,0.025,0.2,0.243,0.298
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Bazofily_%,1178,0.3,0.1,0.5,0.378,0.358
HFE_C282Y,het,Krvný obr._DIFF_5pop: Eozinofily_%,105,1.6,0.8,2.9,2.048,1.853
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Eozinofily_%,14,3.3,2.175,4.1,3.264,1.804
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Eozinofily_%,1177,1.7,0.7,3.2,2.275,2.344
HFE_C282Y,het,Krvný obr._DIFF_5pop: Monocyty_#,105,0.56,0.42,0.75,0.614,0.312
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Monocyty_#,14,0.52,0.47,0.65,0.556,0.104
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Monocyty_#,1177,0.57,0.41,0.79,0.646,0.363
HFE_C282Y,het,Krvný obr._DIFF_5pop: Monocyty_%,105,7.6,5.7,9.9,8.183,3.434
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Monocyty_%,14,8.0,7.4,8.65,7.871,0.996
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Monocyty_%,1177,8.0,6.0,10.3,8.549,3.881
HFE_C282Y,het,Krvný obr._DIFF_5pop: Eozinofily_#,105,0.12,0.05,0.19,0.145,0.129
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Eozinofily_#,14,0.24,0.15,0.278,0.226,0.115
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Eozinofily_#,1177,0.12,0.05,0.21,0.156,0.158
HFE_C282Y,het,Krvný obr._DIFF_5pop: Šírka dist.kriv._RBC,105,14.0,12.9,15.6,14.624,2.391
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Šírka dist.kriv._RBC,14,13.15,12.925,13.375,13.507,1.206
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Šírka dist.kriv._RBC,1178,14.6,13.5,16.5,15.227,2.329
HFE_C282Y,het,Krvný obr._DIFF_5pop: Neutrofily_%,105,67.1,60.6,74.7,68.334,9.793
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Neutrofily_%,14,68.95,61.8,73.0,66.393,9.565
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Neutrofily_%,1176,68.0,58.7,77.0,67.964,13.037
HFE_C282Y,het,Krvný obr._DIFF_5pop: Neutrofily_#,105,5.02,3.77,6.06,5.49,3.073
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Neutrofily_#,14,4.775,3.87,5.765,4.791,1.341
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Neutrofily_#,1176,4.48,3.19,7.152,6.019,4.812
HFE_C282Y,het,Krvný obr._DIFF_5pop: Stredný objem_PLT,104,10.55,10.1,11.55,10.945,1.434
HFE_C282Y,hom,Krvný obr._DIFF_5pop: Stredný objem_PLT,14,10.55,10.225,10.6,10.607,0.744
HFE_C282Y,wt,Krvný obr._DIFF_5pop: Stredný objem_PLT,1146,10.9,10.1,11.6,10.913,1.188
HFE_C282Y,het,Bielkoviny_S,124,70.1,65.8,75.55,70.094,7.427
HFE_C282Y,hom,Bielkoviny_S,21,73.2,68.1,74.4,71.114,5.931
HFE_C282Y,wt,Bielkoviny_S,1621,69.6,62.0,75.3,68.514,9.672
HFE_C282Y,het,Bili-celkový_S,183,25.0,10.2,66.75,64.247,124.23
HFE_C282Y,hom,Bili-celkový_S,39,9.0,7.25,13.85,12.162,7.592
HFE_C282Y,wt,Bili-celkový_S,2580,24.75,11.7,77.125,73.783,112.759
HFE_C282Y,het,Bili-priamy_S,181,7.6,2.9,40.2,46.354,115.788
HFE_C282Y,hom,Bili-priamy_S,39,2.6,2.2,4.15,5.088,5.15
HFE_C282Y,wt,Bili-priamy_S,2552,11.45,3.8,54.4,52.424,91.257
HFE_C282Y,het,Krvný obraz: Hemoglobín_HGB,122,127.5,108.5,142.0,124.902,21.123
HFE_C282Y,hom,Krvný obraz: Hemoglobín_HGB,39,137.0,125.5,146.5,138.026,18.155
HFE_C282Y,wt,Krvný obraz: Hemoglobín_HGB,1787,115.0,97.0,134.0,115.446,24.009
HFE_C282Y,het,Krvný obraz: Stredný objem_RBC,122,93.65,90.1,98.25,95.248,7.79
HFE_C282Y,hom,Krvný obraz: Stredný objem_RBC,39,94.0,91.9,96.2,94.823,4.906
HFE_C282Y,wt,Krvný obraz: Stredný objem_RBC,1787,94.4,89.05,100.7,95.42,9.538
HFE_C282Y,het,Krvný obraz: Stredná konc._ HGB,122,31.2,30.0,33.35,31.985,2.92
HFE_C282Y,hom,Krvný obraz: Stredná konc._ HGB,39,31.3,30.25,32.25,31.426,1.943
HFE_C282Y,wt,Krvný obraz: Stredná konc._ HGB,1787,31.4,29.7,33.8,31.681,3.68
HFE_C282Y,het,Krvný obraz: Leukocyty_WBC,122,6.65,5.1,9.05,7.078,3.421
HFE_C282Y,hom,Krvný obraz: Leukocyty_WBC,39,8.9,6.45,17.45,11.736,6.401
HFE_C282Y,wt,Krvný obraz: Leukocyty_WBC,1787,7.2,5.5,9.8,8.272,4.763
HFE_C282Y,het,Krvný obraz: Trombocyty_PLT,122,194.5,110.5,245.0,189.73,98.231
HFE_C282Y,hom,Krvný obraz: Trombocyty_PLT,39,248.0,214.5,345.0,303.513,139.05
HFE_C282Y,wt,Krvný obraz: Trombocyty_PLT,1787,171.0,111.5,249.0,190.421,107.455
HFE_C282Y,het,Krvný obraz: Erytrocyty_RBC,122,4.0,3.33,4.54,3.94,0.764
HFE_C282Y,hom,Krvný obraz: Erytrocyty_RBC,39,4.34,3.965,4.625,4.394,0.521
HFE_C282Y,wt,Krvný obraz: Erytrocyty_RBC,1787,3.67,3.035,4.325,3.687,0.839
HFE_C282Y,het,Krvný obraz: Hematokrit_HCT,122,0.374,0.327,0.414,0.372,0.06
HFE_C282Y,hom,Krvný obraz: Hematokrit_HCT,39,0.406,0.387,0.422,0.415,0.043
HFE_C282Y,wt,Krvný obraz: Hematokrit_HCT,1787,0.347,0.295,0.4,0.348,0.068
HFE_C282Y,het,Krvný obraz: Stred. far.konc._HGB,122,336.0,327.25,345.0,335.836,13.691
HFE_C282Y,hom,Krvný obraz: Stred. far.konc._HGB,39,335.0,325.5,339.5,331.59,14.48
HFE_C282Y,wt,Krvný obraz: Stred. far.konc._HGB,1787,333.0,322.0,342.0,331.735,15.752
HFE_C282Y,het,Krvný obraz: Šírka dist.kriv._RBC,122,14.7,13.225,15.7,14.811,1.981
HFE_C282Y,hom,Krvný obraz: Šírka dist.kriv._RBC,39,13.2,12.9,13.55,13.405,0.891
HFE_C282Y,wt,Krvný obraz: Šírka dist.kriv._RBC,1778,15.3,13.7,17.1,15.748,2.587
HFE_C282Y,het,Krvný obraz: Stredný objem_PLT,116,10.9,10.3,11.625,11.12,1.076
HFE_C282Y,hom,Krvný obraz: Stredný objem_PLT,39,10.4,9.9,10.65,10.377,0.531
HFE_C282Y,wt,Krvný obraz: Stredný objem_PLT,1682,11.0,10.3,11.7,11.042,1.022
HFE_C282Y,het,Quickov test: PT_%,138,76.3,61.5,102.3,80.672,25.156
HFE_C282Y,hom,Quickov test: PT_%,23,72.3,65.85,92.7,79.791,20.724
HFE_C282Y,wt,Quickov test: PT_%,1901,72.7,52.5,94.7,74.129,27.171
HFE_C282Y,het,Quickov test: PT_INR,138,1.13,0.99,1.288,1.182,0.258
HFE_C282Y,hom,Quickov test: PT_INR,23,1.18,1.075,1.23,1.147,0.13
HFE_C282Y,wt,Quickov test: PT_INR,1901,1.18,1.03,1.42,1.285,0.409
HFE_C282Y,het,APTT: APTT_sekundy,132,28.4,25.7,32.175,30.245,13.874
HFE_C282Y,hom,APTT: APTT_sekundy,22,28.8,26.2,31.0,28.764,4.677
HFE_C282Y,wt,APTT: APTT_sekundy,1853,29.6,26.2,34.0,30.696,6.946
HFE_C282Y,het,APTT: APTT_ratio,131,1.06,0.97,1.185,1.079,0.165
HFE_C282Y,hom,APTT: APTT_ratio,22,0.995,0.94,1.068,1.014,0.135
HFE_C282Y,wt,APTT: APTT_ratio,1853,1.08,0.97,1.24,1.129,0.25
HFE_C282Y,het,Fibrinogén,133,2.78,2.26,3.31,2.867,0.991
HFE_C282Y,hom,Fibrinogén,22,3.815,2.842,4.472,3.743,0.94
HFE_C282Y,wt,Fibrinogén,1817,2.81,1.99,3.9,3.113,1.531
HFE_C282Y,het,Kalcium-S,62,2.22,2.06,2.338,2.205,0.172
HFE_C282Y,hom,Kalcium-S,15,2.17,2.065,2.32,2.215,0.182
HFE_C282Y,wt,Kalcium-S,989,2.15,2.01,2.27,2.137,0.204
HFE_C282Y,het,Amyláza_S,55,1.07,0.775,1.535,1.346,1.04
HFE_C282Y,hom,Amyláza_S,36,2.295,1.058,4.78,3.828,5.078
HFE_C282Y,wt,Amyláza_S,920,0.81,0.55,1.18,1.295,3.024
HFE_C282Y,het,CK-celková_S,36,1.055,0.775,1.595,1.487,1.135
HFE_C282Y,hom,CK-celková_S,6,1.205,1.005,1.412,1.275,0.478
HFE_C282Y,wt,CK-celková_S,544,1.53,0.82,2.878,6.153,30.836
HFE_C282Y,het,Moč chemicky _ úplne: pH,28,5.0,5.0,6.0,5.679,0.905
HFE_C282Y,hom,Moč chemicky _ úplne: pH,6,5.5,5.0,6.0,5.5,0.548
HFE_C282Y,wt,Moč chemicky _ úplne: pH,562,6.0,5.0,6.0,5.762,0.836
HFE_C282Y,het,Moč chemicky _ úplne: Bielkoviny,28,0.3,0.0,0.3,0.407,0.923
HFE_C282Y,hom,Moč chemicky _ úplne: Bielkoviny,6,0.3,0.3,0.3,0.367,0.333
HFE_C282Y,wt,Moč chemicky _ úplne: Bielkoviny,562,0.3,0.0,0.3,0.286,0.56
HFE_C282Y,het,Moč chemicky _ úplne: Ketolátky,28,0.0,0.0,0.0,0.214,0.535
HFE_C282Y,hom,Moč chemicky _ úplne: Ketolátky,6,0.0,0.0,0.0,0.083,0.204
HFE_C282Y,wt,Moč chemicky _ úplne: Ketolátky,558,0.0,0.0,0.0,0.751,2.745
HFE_C282Y,het,LD_S,20,3.505,2.86,4.552,4.104,2.066
HFE_C282Y,wt,LD_S,307,3.7,3.035,5.455,5.341,6.809
HFE_C282Y,het,Reumat. faktor_S,7,10.0,7.0,10.0,11.071,8.853
HFE_C282Y,wt,Reumat. faktor_S,168,10.0,10.0,10.0,15.075,37.266
HFE_C282Y,het,IgA_S,25,2.21,1.5,5.16,3.296,2.732
HFE_C282Y,wt,IgA_S,428,2.81,1.998,4.582,3.691,2.735
HFE_C282Y,het,IgG_S,28,10.2,8.748,12.45,11.422,4.195
HFE_C282Y,wt,IgG_S,448,11.7,9.525,15.025,13.038,5.453
HFE_C282Y,het,IgM_S,28,1.215,0.822,1.602,1.269,0.578
HFE_C282Y,wt,IgM_S,444,1.13,0.75,1.71,1.466,1.423
HFE_C282Y,het,ELFO_S: alfa1_globulín,29,2.48,2.16,3.1,2.636,0.914
HFE_C282Y,wt,ELFO_S: alfa1_globulín,450,2.49,2.09,3.095,2.639,0.851
HFE_C282Y,het,ELFO_S: alfa2_globulín,29,7.01,5.26,7.73,6.819,1.974
HFE_C282Y,wt,ELFO_S: alfa2_globulín,450,6.51,5.4,7.848,6.717,1.935
HFE_C282Y,het,ELFO_S: Albumín,29,39.25,33.63,43.6,38.527,6.288
HFE_C282Y,wt,ELFO_S: Albumín,450,37.5,31.058,42.332,36.432,7.301
HFE_C282Y,het,ELFO_S: gama_globulín,29,11.38,9.28,14.74,12.846,6.008
HFE_C282Y,wt,ELFO_S: gama_globulín,445,12.67,10.12,17.53,14.749,7.245
HFE_C282Y,het,"ELFO_S: beta1,2_globulín",29,8.47,7.55,9.51,8.606,1.965
HFE_C282Y,wt,"ELFO_S: beta1,2_globulín",443,8.91,7.52,10.395,9.118,2.762
HFE_C282Y,het,Kys. močová_S,28,275.5,248.25,354.0,305.036,96.023
HFE_C282Y,hom,Kys. močová_S,5,188.0,156.0,265.0,219.6,91.729
HFE_C282Y,wt,Kys. močová_S,310,314.5,249.0,403.75,329.577,126.255
HFE_C282Y,het,ASLO_S,6,63.0,41.75,64.75,130.5,197.412
HFE_C282Y,wt,ASLO_S,147,70.0,30.5,155.5,135.483,228.583
HFE_C282Y,het,Železo_S,55,21.2,16.5,27.75,22.715,10.9
HFE_C282Y,hom,Železo_S,8,38.9,34.85,39.55,36.15,13.189
HFE_C282Y,wt,Železo_S,603,17.3,10.4,24.65,18.822,11.054
HFE_C282Y,het,Močový sediment: Leukocyty,23,2026.0,22.5,2026.0,1072.304,1018.813
HFE_C282Y,wt,Močový sediment: Leukocyty,410,2026.0,20.0,2026.0,1239.298,979.179
HFE_C282Y,het,Feritin_S,53,215.1,60.16,413.42,527.771,1408.325
HFE_C282Y,hom,Feritin_S,8,1232.84,992.945,1504.21,1650.354,1307.645
HFE_C282Y,wt,Feritin_S,593,233.97,79.45,549.98,681.173,2158.766
HFE_C282Y,het,Horčík-S,21,0.85,0.68,0.94,0.839,0.253
HFE_C282Y,wt,Horčík-S,400,0.83,0.72,0.913,0.822,0.145
HFE_C282Y,het,C4_S,14,0.205,0.165,0.235,0.211,0.058
HFE_C282Y,wt,C4_S,186,0.22,0.16,0.29,0.233,0.103
HFE_C282Y,het,C3_S,14,1.08,0.828,1.238,1.059,0.266
HFE_C282Y,wt,C3_S,185,1.09,0.87,1.35,1.142,0.438
HFE_C282Y,het,Prokalcitonín_S,27,0.174,0.048,0.708,0.903,1.742
HFE_C282Y,hom,Prokalcitonín_S,5,0.02,0.02,0.02,0.024,0.009
HFE_C282Y,wt,Prokalcitonín_S,425,0.299,0.128,0.701,1.448,5.84
HFE_C282Y,het,Cholest-celk._S,44,4.92,4.43,5.48,4.795,1.159
HFE_C282Y,wt,Cholest-celk._S,429,4.71,3.49,5.76,4.901,2.572
HFE_C282Y,het,TSH_S,20,1.57,1.06,2.661,2.861,4.07
HFE_C282Y,wt,TSH_S,323,1.99,1.227,3.51,3.142,4.832
HFE_C282Y,het,Triacylglyceroly_S,39,1.74,1.21,2.16,1.983,1.333
HFE_C282Y,wt,Triacylglyceroly_S,399,1.61,1.11,2.645,3.044,8.904
HFE_C282Y,het,Fosfor_S,14,1.005,0.923,1.168,1.134,0.361
HFE_C282Y,wt,Fosfor_S,302,1.05,0.88,1.29,1.109,0.412
HFE_C282Y,wt,TPMT  Genotyp,49,1.0,1.0,1.0,1.0,0.0
HFE_C282Y,het,Močový sediment: Erytrocyty,13,2026.0,100.0,2026.0,1413.385,956.737
HFE_C282Y,wt,Močový sediment: Erytrocyty,280,2026.0,17.5,2026.0,1203.118,987.169
HFE_C282Y,het,Cholest-HDL_S,36,1.27,1.01,1.518,1.254,0.375
HFE_C282Y,wt,Cholest-HDL_S,338,1.16,0.862,1.458,1.18,0.531
HFE_C282Y,het,CK-MB_S,21,0.337,0.233,0.46,0.544,0.72
HFE_C282Y,wt,CK-MB_S,378,0.38,0.265,0.589,0.538,0.491
HFE_C282Y,het,Transferín_S,35,2.6,2.2,2.85,2.469,0.723
HFE_C282Y,wt,Transferín_S,471,2.4,1.7,2.9,2.276,0.82
HFE_C282Y,het,Amoniak_B,34,56.5,40.0,83.0,61.059,30.129
HFE_C282Y,wt,Amoniak_B,745,59.0,44.0,81.0,65.866,31.079
HFE_C282Y,het,Cholest-LDL_S,34,3.0,2.71,3.69,3.176,0.754
HFE_C282Y,wt,Cholest-LDL_S,347,2.83,2.07,3.78,3.019,1.458
HFE_C282Y,het,T4f_S,9,15.1,12.3,16.4,14.533,2.891
HFE_C282Y,wt,T4f_S,157,14.7,12.9,17.5,15.58,4.433
HFE_C282Y,wt,Vitamin D total,25,18.7,11.1,25.8,18.736,8.291
HFE_C282Y,het,Saturácia Trf,31,30.996,19.56,41.409,35.788,23.47
HFE_C282Y,wt,Saturácia Trf,397,32.409,20.232,49.466,38.496,24.515
HFE_C282Y,het,Moč chemický A: pH,7,5.5,5.0,6.25,5.857,1.107
HFE_C282Y,wt,Moč chemický A: pH,61,5.5,5.0,6.0,5.844,0.929
HFE_C282Y,het,Močový sediment A: Epitélie,7,0.0,0.0,1.0,0.714,1.113
HFE_C282Y,wt,Močový sediment A: Epitélie,61,1.0,0.0,4.0,6.049,17.555
HFE_C282Y,het,Moč chemický A: UBG,7,16.0,3.2,16.0,17.657,22.257
HFE_C282Y,wt,Moč chemický A: UBG,60,16.0,3.2,16.0,16.487,22.934
HFE_C282Y,het,Močový sediment A: Spermie,7,0.0,0.0,0.0,0.0,0.0
HFE_C282Y,wt,Močový sediment A: Spermie,61,0.0,0.0,0.0,0.0,0.0
HFE_C282Y,het,Moč chemický A: Špec. hmotnosť,7,1.016,1.014,1.02,1.017,0.005
HFE_C282Y,wt,Moč chemický A: Špec. hmotnosť,60,1.018,1.012,1.023,1.019,0.01
HFE_C282Y,het,Močový sediment A: Hlienové vlákna,7,40.0,9.0,70.0,47.286,48.252
HFE_C282Y,wt,Močový sediment A: Hlienové vlákna,61,41.0,7.0,148.0,125.082,181.729
HFE_C282Y,het,Vitamín B12,15,525.0,335.5,746.0,546.333,257.242
HFE_C282Y,wt,Vitamín B12,280,701.0,377.75,1185.0,887.143,676.529
HFE_C282Y,het,Močový sediment A: Hyalínové valce,7,0.0,0.0,0.0,0.0,0.0
HFE_C282Y,wt,Močový sediment A: Hyalínové valce,61,0.0,0.0,0.0,0.0,0.0
HFE_C282Y,het,Močový sediment A: Kvasinky,7,0.0,0.0,0.0,0.143,0.378
HFE_C282Y,wt,Močový sediment A: Kvasinky,61,0.0,0.0,0.0,0.656,4.739
HFE_C282Y,het,Močový sediment A: Zhluky leukocytov,7,0.0,0.0,0.0,0.143,0.378
HFE_C282Y,wt,Močový sediment A: Zhluky leukocytov,60,0.0,0.0,1.0,5.417,24.707
HFE_C282Y,het,Močový sediment A: Erytrocyty,7,4.0,4.0,7.5,13.0,20.793
HFE_C282Y,wt,Močový sediment A: Erytrocyty,60,4.0,4.0,8.25,142.733,430.156
HFE_C282Y,het,Močový sediment A: Baktérie,7,516.0,353.5,996.0,774.857,657.079
HFE_C282Y,wt,Močový sediment A: Baktérie,58,273.0,133.0,918.5,583.707,661.3
HFE_C282Y,het,ANA,22,0.36,0.21,0.46,0.355,0.153
HFE_C282Y,wt,ANA,254,0.335,0.26,0.46,0.501,0.813
HFE_C282Y,het,Močový sediment A: Leukocyty,7,5.0,3.0,17.5,14.429,18.51
HFE_C282Y,wt,Močový sediment A: Leukocyty,58,7.0,3.0,33.0,84.086,206.397
HFE_C282Y,het,Močový sediment A: Kryštály,7,0.0,0.0,0.0,5.714,15.119
HFE_C282Y,wt,Močový sediment A: Kryštály,59,0.0,0.0,0.0,16.983,118.673
HFE_C282Y,het,Foláty,16,5.75,3.95,9.025,7.981,6.503
HFE_C282Y,wt,Foláty,275,6.3,3.4,10.55,7.886,5.745
HFE_C282Y,het,T3f_S,7,4.9,4.35,5.0,4.757,0.472
HFE_C282Y,wt,T3f_S,82,3.5,2.9,4.3,3.637,1.232
HFE_C282Y,het,Ceruloplazmín,24,0.24,0.2,0.29,0.248,0.061
HFE_C282Y,wt,Ceruloplazmín,388,0.25,0.21,0.31,0.267,0.082
HFE_C282Y,het,Lipáza_S,14,1.675,0.878,2.497,5.682,13.633
HFE_C282Y,hom,Lipáza_S,5,7.4,7.32,14.6,10.15,4.96
HFE_C282Y,wt,Lipáza_S,214,2.565,0.81,8.018,11.814,43.553
HFE_C282Y,het,Imunoblot ANA: AMA-M2,13,0.0,0.0,0.0,0.088,0.185
HFE_C282Y,wt,Imunoblot ANA: AMA-M2,171,0.0,0.0,0.0,0.035,0.128
HFE_C282Y,het,Imunoblot ANA: U1-sn RNP,13,0.0,0.0,0.0,0.115,0.288
HFE_C282Y,wt,Imunoblot ANA: U1-sn RNP,171,0.0,0.0,0.0,0.081,0.558
HFE_C282Y,het,alfa1 AT_S,11,1.46,1.27,1.595,1.527,0.435
HFE_C282Y,wt,alfa1 AT_S,250,1.455,1.24,1.758,1.547,0.45
HFE_C282Y,het,Imunoblot ANA: CENP-B,13,0.0,0.0,0.0,0.025,0.089
HFE_C282Y,wt,Imunoblot ANA: CENP-B,171,0.0,0.0,0.0,0.022,0.157
HFE_C282Y,het,Imunoblot ANA: Scl-70,13,0.0,0.0,0.0,0.0,0.0
HFE_C282Y,wt,Imunoblot ANA: Scl-70,171,0.0,0.0,0.0,0.032,0.217
HFE_C282Y,het,Imunoblot ANA: Mi-2,13,0.0,0.0,0.0,0.0,0.0
HFE_C282Y,wt,Imunoblot ANA: Mi-2,171,0.0,0.0,0.0,0.019,0.09
HFE_C282Y,het,Imunoblot ANA: Ku,13,0.0,0.0,0.0,0.0,0.0
HFE_C282Y,wt,Imunoblot ANA: Ku,171,0.0,0.0,0.0,0.026,0.158
HFE_C282Y,het,Imunoblot ANA: dsDNA,13,0.0,0.0,0.2,0.215,0.395
HFE_C282Y,wt,Imunoblot ANA: dsDNA,171,0.0,0.0,0.28,0.189,0.37
HFE_C282Y,het,Imunoblot ANA: Histones,13,0.0,0.0,0.0,0.029,0.105
HFE_C282Y,wt,Imunoblot ANA: Histones,171,0.0,0.0,0.0,0.07,0.197
HFE_C282Y,het,Imunoblot ANA: Nucleosomes,13,0.0,0.0,0.0,0.0,0.0
HFE_C282Y,wt,Imunoblot ANA: Nucleosomes,171,0.0,0.0,0.0,0.046,0.267
HFE_C282Y,het,Imunoblot ANA: PM-Scl,13,0.0,0.0,0.0,0.127,0.389
HFE_C282Y,wt,Imunoblot ANA: PM-Scl,171,0.0,0.0,0.0,0.041,0.21
HFE_C282Y,het,Imunoblot ANA: Jo-1,13,0.0,0.0,0.0,0.0,0.0
HFE_C282Y,wt,Imunoblot ANA: Jo-1,171,0.0,0.0,0.0,0.045,0.477
HFE_C282Y,het,Imunoblot ANA: SS-A/Ro52kD,13,0.0,0.0,0.0,0.038,0.139
HFE_C282Y,wt,Imunoblot ANA: SS-A/Ro52kD,171,0.0,0.0,0.0,0.093,0.464
HFE_C282Y,het,Imunoblot ANA: SS-A/Ro60kD,13,0.0,0.0,0.0,0.0,0.0
HFE_C282Y,wt,Imunoblot ANA: SS-A/Ro60kD,171,0.0,0.0,0.0,0.071,0.498
HFE_C282Y,het,Imunoblot ANA: Rib-PO,13,0.0,0.0,0.0,0.027,0.097
HFE_C282Y,wt,Imunoblot ANA: Rib-PO,171,0.0,0.0,0.0,0.076,0.27
HFE_C282Y,het,Imunoblot ANA: PCNA,13,0.0,0.0,0.0,0.0,0.0
HFE_C282Y,wt,Imunoblot ANA: PCNA,171,0.0,0.0,0.0,0.038,0.188
HFE_C282Y,het,Imunoblot ANA: SmD1,13,0.0,0.0,0.0,0.0,0.0
HFE_C282Y,wt,Imunoblot ANA: SmD1,170,0.0,0.0,0.0,0.012,0.073
HFE_C282Y,het,Imunoblot ANA: SS-B/La,13,0.0,0.0,0.0,0.055,0.138
HFE_C282Y,wt,Imunoblot ANA: SS-B/La,167,0.0,0.0,0.0,0.108,0.575
HFE_C282Y,het,p-ANCA,11,0.92,0.52,1.565,1.052,0.789
HFE_C282Y,wt,p-ANCA,103,1.24,0.695,2.22,1.731,1.624
HFE_C282Y,het,c-ANCA,11,1.15,0.435,1.795,1.695,2.291
HFE_C282Y,wt,c-ANCA,101,1.39,0.68,2.34,2.322,3.207
HFE_C282Y,het,Troponín T hs,12,3.016,0.018,42.0,39.427,67.021
HFE_C282Y,wt,Troponín T hs,167,9.0,0.132,30.0,59.628,398.02
HFE_C282Y,het,Interleukín -6,9,10.1,2.8,62.6,31.567,34.881
HFE_C282Y,wt,Interleukín -6,104,26.8,8.3,79.75,816.588,5119.059
HFE_C282Y,wt,Kalcium ionizované_S,131,1.08,0.955,1.15,1.03,0.231
HFE_C282Y,het,D_dimer INOV,7,210.0,190.0,7440.0,4864.286,6964.278
HFE_C282Y,wt,D_dimer INOV,82,1205.0,477.5,4727.5,4308.171,7478.225
HFE_C282Y,wt,T Ly_CD3+,50,79.5,72.0,82.75,76.76,9.665
HFE_C282Y,wt,Ak.TLyCD3+HLADR+_ap,50,155.5,115.75,206.75,222.68,244.102
HFE_C282Y,wt,Lymfocyty,50,25.5,18.0,31.75,24.52,10.775
HFE_C282Y,wt,Leukocyty,50,6.3,4.625,8.175,7.202,4.452
HFE_C282Y,wt,Aktiv.TLy_CD3+HLADR+,50,11.0,8.0,17.0,13.12,6.727
HFE_C282Y,wt,T Ly_CD3+_ a.p.,50,1118.5,841.25,1480.0,1243.7,772.31
