Marker,Lab_parameter,Test,Statistika,p_hodnota,n_het,n_hom,n_wt,median_het,median_hom,median_wt,p_FDR,Vyznamne_FDR,n_all_wt,n_any_het,n_any_hom,median_all_wt,median_any_het,median_any_hom
HFE_overall,Krvný obr._DIFF_RET: Stredná konc._HGB,Kruskal-Wallis,2.155,0.3405299363662658,,,,,,,0.6237101695538082,False,103.0,40.0,5.0,30.7,30.45,30.7
HFE_overall,Močový sediment: Leukocyty,Kruskal-Wallis,2.133,0.34417052446024476,,,,,,,0.6237101695538082,False,284.0,148.0,5.0,2026.0,2026.0,2015.0
HFE_overall,Cholinesteráza_S,Mann-Whitney U,2823.0,0.35141878956203376,,,,,,,0.6237101695538082,False,117.0,53.0,,121.39,140.0,
HFE_overall,Imunoblot ANA: CENP-B,Mann-Whitney U,3567.0,0.3486541048992209,,,,,,,0.6237101695538082,False,126.0,55.0,,0.0,0.0,
HFE_overall,IGG4,Mann-Whitney U,1076.5,0.3467554737007884,,,,,,,0.6237101695538082,False,64.0,30.0,,0.668,0.438,
HFE_overall,CA 72-4_S,Mann-Whitney U,96.0,0.34941743174157636,,,,,,,0.6237101695538082,False,22.0,11.0,,1.25,1.89,
HFE_H63D,Imunoblot ANA: PM-Scl,Mann-Whitney U,2820.5,0.38973186927535375,42.0,,140.0,0.0,,0.0,0.6288983090003885,False,,,,,,
HFE_H63D,Krvný obr._DIFF_RET: Retikulocyty_%,Mann-Whitney U,1472.0,0.3715942894653568,28.0,,118.0,1.0,,1.25,0.6288983090003885,False,,,,,,
HFE_H63D,Krvný obr._DIFF_RET: Monocyty_%,Mann-Whitney U,1763.5,0.3878279293753323,27.0,,118.0,8.3,,7.7,0.6288983090003885,False,,,,,,
HFE_H63D,Imunoblot ANA: SmD1,Mann-Whitney U,2994.0,0.3778580441308761,42.0,,139.0,0.0,,0.0,0.6288983090003885,False,,,,,,
HFE_H63D,Krvný obraz: Šírka dist.kriv._RBC,Kruskal-Wallis,1.875,0.39157819239646824,454.0,5.0,1480.0,14.85,16.0,15.3,0.6288983090003885,False,,,,,,
HFE_H63D,Imunoblot ANA: PCNA,Mann-Whitney U,2819.0,0.3837806585672441,42.0,,140.0,0.0,,0.0,0.6288983090003885,False,,,,,,
HFE_H63D,AMA-M2,Mann-Whitney U,788.0,0.379505601917253,23.0,,78.0,1.01,,1.45,0.6288983090003885,False,,,,,,
HFE_H63D,LC1,Mann-Whitney U,689.0,0.3849335331760104,21.0,,75.0,0.64,,0.85,0.6288983090003885,False,,,,,,
HFE_H63D,Imunoblot ANA: Mi-2,Mann-Whitney U,2843.0,0.39100805387485893,42.0,,140.0,0.0,,0.0,0.6288983090003885,False,,,,,,
HFE_H63D,Glykémia_5/1,Mann-Whitney U,425.5,0.37711630015508657,18.0,,55.0,5.45,,6.3,0.6288983090003885,False,,,,,,
HFE_H63D,Krvný obr._DIFF_RET: Bazofily_%,Mann-Whitney U,1483.0,0.3948177260488519,28.0,,118.0,0.2,,0.2,0.6302813096562997,False,,,,,,
HFE_C282Y,Ceruloplazmín,Mann-Whitney U,4124.5,0.34760393013494184,24.0,,388.0,0.24,,0.25,0.6356186151038936,False,,,,,,
HFE_overall,CEA _S,Mann-Whitney U,480.5,0.3634931586428618,,,,,,,0.6408958323439932,False,41.0,27.0,,1.905,2.183,
HFE_C282Y,Trombínový čas,Mann-Whitney U,536.0,0.3715595265573417,9.0,,145.0,16.0,,18.7,0.6431339091156519,False,,,,,,
HFE_C282Y,Močový sediment A: Kvasinky,Mann-Whitney U,232.5,0.35990437949081633,7.0,,61.0,0.0,,0.0,0.6431339091156519,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_5pop: Stredný objem_PLT,Kruskal-Wallis,2.037,0.36110970489185035,104.0,14.0,1146.0,10.55,10.55,10.9,0.6431339091156519,False,,,,,,
HFE_C282Y,Močový sediment: Erytrocyty,Mann-Whitney U,2059.5,0.3716142723828293,13.0,,280.0,2026.0,,2026.0,0.6431339091156519,False,,,,,,
HFE_C282Y,Imunoblot ANA: Nucleosomes,Mann-Whitney U,1046.5,0.37516144698413034,13.0,,171.0,0.0,,0.0,0.6431339091156519,False,,,,,,
HFE_C282Y,CK-MB_S,Mann-Whitney U,3509.0,0.37170106702315575,21.0,,378.0,0.337,,0.381,0.6431339091156519,False,,,,,,
HFE_C282Y,LC1,Mann-Whitney U,333.0,0.3727462374558299,6.0,,91.0,1.0,,0.78,0.6431339091156519,False,,,,,,
HFE_overall,Signál Meď,Mann-Whitney U,638.5,0.36814750719818334,,,,,,,0.6448596858111969,False,49.0,23.0,,2.25,1.9,
HFE_H63D,NT-proBNP,Kruskal-Wallis,1.777,0.41126685193945967,44.0,5.0,100.0,570.5,109.0,1387.0,0.6459851420363522,False,,,,,,
HFE_H63D,Osmolalita_S,Mann-Whitney U,106.5,0.4152242021477137,7.0,,38.0,288.0,,291.0,0.6459851420363522,False,,,,,,
HFE_H63D,anti-SLA/LP,Mann-Whitney U,649.5,0.4079302006533312,22.0,,67.0,0.755,,0.89,0.6459851420363522,False,,,,,,
HFE_H63D,Meď_S,Mann-Whitney U,6339.0,0.4168432425970423,65.0,,209.0,17.0,,17.9,0.6459851420363522,False,,,,,,
HFE_H63D,Leukocyty,Mann-Whitney U,202.0,0.4150795358490622,12.0,,40.0,5.45,,6.7,0.6459851420363522,False,,,,,,
HFE_C282Y,Močový sediment A: Epitélie,Mann-Whitney U,172.5,0.38113494348839116,7.0,,61.0,0.0,,1.0,0.6475921163696557,False,,,,,,
HFE_overall,Krvný obraz_RET: Šírka dist.kriv._RBC,Mann-Whitney U,88.5,0.37258773521372357,,,,,,,0.6483994353069995,False,18.0,8.0,,15.7,15.3,
HFE_overall,IgG_S,Kruskal-Wallis,1.94,0.37901861710422263,,,,,,,0.6514536012780437,False,314.0,149.0,15.0,11.6,11.4,12.24
HFE_overall,Horčík-S,Kruskal-Wallis,1.939,0.3792043350722941,,,,,,,0.6514536012780437,False,289.0,128.0,7.0,0.84,0.81,0.84
HFE_S65C,IgA_S,Mann-Whitney U,4629.0,0.38588223957581946,19.0,,436.0,3.45,,2.74,0.655088180663258,False,,,,,,
HFE_S65C,Moč chemicky _ úplne: Bielkoviny,Mann-Whitney U,12477.0,0.3831315037744536,42.0,,554.0,0.3,,0.3,0.655088180663258,False,,,,,,
HFE_S65C,alfa1 AT_S,Mann-Whitney U,1713.5,0.3911677625543195,12.0,,249.0,1.47,,1.46,0.655088180663258,False,,,,,,
HFE_S65C,Krvný obr._DIFF_5pop: Stredný objem_RBC,Mann-Whitney U,31552.5,0.38780763874654867,47.0,,1250.0,94.1,,92.3,0.655088180663258,False,,,,,,
HFE_C282Y,Imunoblot ANA: Mi-2,Mann-Whitney U,1053.0,0.401866790932226,13.0,,171.0,0.0,,0.0,0.6594763713577989,False,,,,,,
HFE_C282Y,Imunoblot ANA: SS-A/Ro60kD,Mann-Whitney U,1053.0,0.4018684137961587,13.0,,171.0,0.0,,0.0,0.6594763713577989,False,,,,,,
HFE_C282Y,Amoniak_B,Mann-Whitney U,11575.0,0.39579176251604486,34.0,,745.0,56.5,,59.0,0.6594763713577989,False,,,,,,
HFE_C282Y,Troponín T hs,Mann-Whitney U,853.0,0.39159905834891184,12.0,,167.0,3.016,,9.0,0.6594763713577989,False,,,,,,
HFE_H63D,IgE celkové FOOKE,Mann-Whitney U,128.0,0.43055587903599213,9.0,,24.0,26.12,,21.365,0.6595220112401036,False,,,,,,
HFE_H63D,Krvný obraz_RET: Hemoglobín_HGB,Mann-Whitney U,73.5,0.42861678923535196,6.0,,20.0,115.0,,102.5,0.6595220112401036,False,,,,,,
HFE_overall,Krvný obr._DIFF_RET: Leukocyty_WBC,Kruskal-Wallis,1.9,0.3866801476815578,,,,,,,0.660065475023296,False,103.0,40.0,5.0,6.5,5.9,7.9
HFE_S65C,LDH_ascites,Mann-Whitney U,127.5,0.4037616452975956,5.0,,66.0,0.9,,1.1,0.6681293892424499,False,,,,,,
HFE_overall,TSH_S,Kruskal-Wallis,1.856,0.3953155637278206,,,,,,,0.6705352599940249,False,219.0,112.0,16.0,1.99,1.854,2.625
HFE_H63D,CEA _S,Mann-Whitney U,352.5,0.4493479703594845,15.0,,54.0,1.789,,2.203,0.6733616444797662,False,,,,,,
HFE_H63D,ELFO_S: alfa1_globulín,Kruskal-Wallis,1.598,0.4497547587657307,115.0,11.0,355.0,2.45,2.21,2.5,0.6733616444797662,False,,,,,,
HFE_H63D,Krvný obraz_RET: Erytrocyty_RBC,Mann-Whitney U,73.0,0.4466654383484694,6.0,,20.0,3.74,,3.245,0.6733616444797662,False,,,,,,
HFE_H63D,Signál Meď,Mann-Whitney U,409.5,0.4457138029603984,17.0,,55.0,1.65,,2.23,0.6733616444797662,False,,,,,,
HFE_overall,T Ly_CD3+_ a.p.,Mann-Whitney U,299.0,0.4044377604066588,,,,,,,0.6792002678884235,False,37.0,14.0,,1302.0,1083.0,
HFE_overall,ANA,Mann-Whitney U,8697.0,0.40549269724682,,,,,,,0.6792002678884235,False,184.0,89.0,,0.345,0.31,
HFE_H63D,Krvný obraz_RET: Hematokrit_HCT,Mann-Whitney U,73.0,0.45702992659514396,6.0,,20.0,0.357,,0.307,0.6804097221781638,False,,,,,,
HFE_H63D,CA 19-9_S,Mann-Whitney U,323.0,0.4607758909591926,14.0,,53.0,5.5,,7.8,0.682154251978693,False,,,,,,
HFE_H63D,Krvný obr._DIFF_RET: Erytrocyty_RBC,Mann-Whitney U,1800.0,0.46343998375642315,28.0,,118.0,3.89,,3.855,0.6822866427525118,False,,,,,,
HFE_H63D,Cyt.TLy_CD8+_a.p,Mann-Whitney U,188.0,0.47065644315292243,11.0,,40.0,271.0,,371.5,0.6890826377653284,False,,,,,,
HFE_overall,Krvný obr._DIFF_RET: Eozinofily_#,Kruskal-Wallis,1.746,0.41772965408406626,,,,,,,0.6953512254318619,False,103.0,39.0,5.0,0.1,0.09,0.09
HFE_C282Y,Imunoblot ANA: Ku,Mann-Whitney U,1059.5,0.43109314855518277,13.0,,171.0,0.0,,0.0,0.7014396993440262,False,,,,,,
HFE_overall,Krvný obr._DIFF_5pop: Monocyty_%,Kruskal-Wallis,1.714,0.4245109569596771,,,,,,,0.702277385587614,False,786.0,461.0,49.0,7.95,8.1,7.8
HFE_H63D,Krvný obr._DIFF_RET: Bazofily_#,Mann-Whitney U,1514.0,0.4832552039293332,28.0,,118.0,0.01,,0.01,0.7036408189080949,False,,,,,,
HFE_C282Y,C4_S,Mann-Whitney U,1139.0,0.4361488448773714,14.0,,186.0,0.205,,0.22,0.7037023379534059,False,,,,,,
HFE_H63D,ELFO_S: alfa2_globulín,Kruskal-Wallis,1.443,0.4860661898143276,115.0,11.0,355.0,6.3,6.47,6.69,0.7038663404415125,False,,,,,,
HFE_H63D,Krvný obraz_RET: Šírka dist.kriv._RBC,Mann-Whitney U,48.5,0.5018969338916455,6.0,,20.0,15.3,,15.7,0.7150682122649787,False,,,,,,
HFE_H63D,T4f_S,Mann-Whitney U,2071.5,0.49711203704768403,35.0,,128.0,14.7,,14.85,0.7150682122649787,False,,,,,,
HFE_H63D,Krvný obr._DIFF_RET: Eozinofily_#,Mann-Whitney U,1460.0,0.5004393843171453,27.0,,118.0,0.08,,0.105,0.7150682122649787,False,,,,,,
HFE_C282Y,Imunoblot ANA: CENP-B,Mann-Whitney U,1158.0,0.4534190526993388,13.0,,171.0,0.0,,0.0,0.7155448984448614,False,,,,,,
HFE_C282Y,D_dimer INOV,Mann-Whitney U,237.0,0.45015337134458844,7.0,,82.0,210.0,,1205.0,0.7155448984448614,False,,,,,,
HFE_C282Y,Imunoblot ANA: Histones,Mann-Whitney U,1024.5,0.4546691542201723,13.0,,171.0,0.0,,0.0,0.7155448984448614,False,,,,,,
HFE_C282Y,Cholest-celk._S,Mann-Whitney U,10078.5,0.45857816371833937,44.0,,429.0,4.92,,4.71,0.7158293287310663,False,,,,,,
HFE_H63D,GF-rozdiel,Mann-Whitney U,190.0,0.5098156379703556,16.0,,21.0,-2.58,,0.94,0.7224660110275092,False,,,,,,
HFE_H63D,Imunoblot ANA: SS-A/Ro52kD,Mann-Whitney U,2852.0,0.5128198146338006,42.0,,140.0,0.0,,0.0,0.7228577174359422,False,,,,,,
HFE_overall,Imunoblot ANA: PM-Scl,Mann-Whitney U,3580.5,0.44379901112030595,,,,,,,0.7252325303673293,False,126.0,55.0,,0.0,0.0,
HFE_overall,Močový sediment: Valce,Mann-Whitney U,752.5,0.4414299288619923,,,,,,,0.7252325303673293,False,52.0,32.0,,1.0,1.0,
HFE_overall,Kreatinín_U (zbier.),Mann-Whitney U,171.0,0.4482408685024878,,,,,,,0.7280518349010104,False,21.0,19.0,,5190.0,6070.0,
HFE_C282Y,Glykémia_5/3,Mann-Whitney U,298.5,0.47336558919899574,7.0,,102.0,6.1,,8.1,0.7329531703726386,False,,,,,,
HFE_C282Y,Močový sediment A: Hlienové vlákna,Mann-Whitney U,178.0,0.4797647947560776,7.0,,61.0,40.0,,41.0,0.7369187247453352,False,,,,,,
HFE_overall,ABR_artéria: BB_B,Mann-Whitney U,2717.5,0.4578059019169818,,,,,,,0.739108323576814,False,123.0,41.0,,43.5,43.5,
HFE_overall,Leukocyty,Mann-Whitney U,294.0,0.46619610837449865,,,,,,,0.739293236948909,False,37.0,14.0,,6.9,5.75,
HFE_overall,Krvný obr._DIFF_5pop: Leukocyty_WBC,Kruskal-Wallis,1.536,0.46400800337914594,,,,,,,0.739293236948909,False,787.0,461.0,49.0,7.0,7.0,6.4
HFE_overall,CA 19-9_S,Mann-Whitney U,582.5,0.46598305034866905,,,,,,,0.739293236948909,False,39.0,27.0,,7.8,5.8,
HFE_C282Y,Krvný obr._DIFF_5pop: Monocyty_%,Kruskal-Wallis,1.43,0.48913686873626183,105.0,14.0,1177.0,7.6,8.0,8.0,0.739482510215451,False,,,,,,
HFE_C282Y,Glykémia_5/2,Mann-Whitney U,166.5,0.48824830894749427,5.0,,82.0,7.4,,10.35,0.739482510215451,False,,,,,,
HFE_C282Y,Imunoblot ANA: Scl-70,Mann-Whitney U,1072.5,0.49910083880364675,13.0,,171.0,0.0,,0.0,0.7428321832449075,False,,,,,,
HFE_C282Y,Imunoblot ANA: Jo-1,Mann-Whitney U,1072.5,0.4991030219379806,13.0,,171.0,0.0,,0.0,0.7428321832449075,False,,,,,,
HFE_C282Y,Imunoblot ANA: U1-sn RNP,Mann-Whitney U,1179.0,0.5029592907387395,13.0,,171.0,0.0,,0.0,0.7428321832449075,False,,,,,,
HFE_overall,Krvný obr._DIFF_RET: Neutrofily_#,Kruskal-Wallis,1.501,0.47213736311672005,,,,,,,0.7443106665604763,False,103.0,39.0,5.0,4.11,3.8,5.08
HFE_H63D,Močový sediment A: Epitélie,Mann-Whitney U,563.0,0.5319430367762008,23.0,,45.0,1.0,,0.0,0.7458460568555196,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_RET: Nezrelé formy RET,Mann-Whitney U,287.0,0.51261220522888,5.0,,139.0,6.1,,8.2,0.7513094916331676,False,,,,,,
HFE_overall,anti-SLA/LP,Mann-Whitney U,1029.5,0.4804277352940074,,,,,,,0.752951070519263,False,54.0,35.0,,0.89,0.83,
HFE_H63D,c-ANCA,Mann-Whitney U,1117.5,0.5587057818916612,23.0,,90.0,1.46,,1.33,0.7575969244168291,False,,,,,,
HFE_H63D,Imunoblot ANA: Scl-70,Mann-Whitney U,2994.5,0.5598959659797967,42.0,,140.0,0.0,,0.0,0.7575969244168291,False,,,,,,
HFE_H63D,Quickov test: PT_%,Kruskal-Wallis,1.165,0.5585876351914986,493.0,26.0,1543.0,72.2,80.4,73.0,0.7575969244168291,False,,,,,,
HFE_H63D,Imunoblot ANA: Nucleosomes,Mann-Whitney U,3011.5,0.5482335564996331,42.0,,140.0,0.0,,0.0,0.7575969244168291,False,,,,,,
HFE_H63D,Cholinesteráza_S,Mann-Whitney U,2567.0,0.5556771304709811,36.0,,134.0,140.31,,123.97,0.7575969244168291,False,,,,,,
HFE_H63D,HbA1c %,Mann-Whitney U,249.0,0.5470500027555574,14.0,,40.0,7.15,,7.05,0.7575969244168291,False,,,,,,
HFE_H63D,HbA1c,Mann-Whitney U,250.0,0.5603358384365982,14.0,,40.0,55.5,,54.5,0.7575969244168291,False,,,,,,
HFE_overall,HbA1c %,Mann-Whitney U,341.0,0.489177280288437,,,,,,,0.7578006422965383,False,38.0,16.0,,7.05,7.1,
HFE_overall,Krvný obraz_RET: Stred. far.konc._HGB,Mann-Whitney U,85.0,0.4870310184515667,,,,,,,0.7578006422965383,False,18.0,8.0,,333.5,329.5,
HFE_overall,HbA1c,Mann-Whitney U,340.5,0.4952220663582837,,,,,,,0.7604436104789035,False,38.0,16.0,,54.5,55.0,
HFE_overall,anti-LKM-1,Mann-Whitney U,1007.5,0.49655832773808994,,,,,,,0.7604436104789035,False,53.0,35.0,,0.26,0.25,
HFE_overall,Osmolalita_S,Mann-Whitney U,213.0,0.5003822006836405,,,,,,,0.7619456237682708,False,34.0,11.0,,291.0,288.0,
HFE_H63D,Quickov test: PT_INR,Kruskal-Wallis,1.135,0.5668256886382765,493.0,26.0,1543.0,1.18,1.11,1.17,0.7624812562900675,False,,,,,,
HFE_H63D,Trombínový čas,Mann-Whitney U,2477.5,0.5700268332139643,41.0,,114.0,19.3,,18.4,0.7629147010186895,False,,,,,,
HFE_S65C,Kalcium-S,Mann-Whitney U,27936.0,0.46791381595047454,52.0,,1014.0,2.18,,2.15,0.7651767107895995,False,,,,,,
HFE_S65C,Beta2 mikroglob. _S,Mann-Whitney U,353.5,0.4805392386028734,5.0,,119.0,3.4,,2.9,0.7677580938597631,False,,,,,,
HFE_S65C,C3_S,Mann-Whitney U,682.0,0.47606034603341585,6.0,,194.0,1.19,,1.08,0.7677580938597631,False,,,,,,
HFE_S65C,Quickov test: PT_INR,Mann-Whitney U,99290.0,0.48607256810792177,97.0,,1965.0,1.17,,1.17,0.7677737155341038,False,,,,,,
HFE_S65C,Močový sediment: Valce,Mann-Whitney U,232.5,0.4980773400298376,7.0,,78.0,0.0,,1.0,0.7692527807127492,False,,,,,,
HFE_S65C,Krvný obr._DIFF_5pop: Trombocyty_PLT,Mann-Whitney U,27661.0,0.4966754104734824,47.0,,1250.0,200.0,,218.0,0.7692527807127492,False,,,,,,
HFE_H63D,NKbb._CD16+CD56+_ap,Mann-Whitney U,244.5,0.5825360764572265,11.0,,40.0,213.0,,155.5,0.7718603013058251,False,,,,,,
HFE_H63D,Krvný obr._DIFF_5pop: Trombocyty_PLT,Kruskal-Wallis,1.089,0.5801135524073306,335.0,35.0,927.0,207.0,227.0,219.0,0.7718603013058251,False,,,,,,
HFE_C282Y,CVK_S,Mann-Whitney U,1039.0,0.5346519616268876,10.0,,186.0,53.85,,46.45,0.7769275627277417,False,,,,,,
HFE_C282Y,Imunoblot ANA: SmD1,Mann-Whitney U,1072.5,0.5381841970978627,13.0,,170.0,0.0,,0.0,0.7769275627277417,False,,,,,,
HFE_overall,Punktát_WBC,Mann-Whitney U,1775.5,0.5132203872822209,,,,,,,0.7770794564499163,False,65.0,51.0,,0.18,0.17,
HFE_H63D,ANA  HEp-2,Mann-Whitney U,303.5,0.59003264188979,14.0,,48.0,5.095,,6.13,0.7779037318447479,False,,,,,,
HFE_H63D,ABR_artéria: HCO3_B - akt.,Mann-Whitney U,2140.5,0.5932389908852493,35.0,,130.0,20.2,,21.9,0.7782590722009458,False,,,,,,
HFE_overall,Krvný obr._DIFF_RET: Hemoglobín_HGB,Kruskal-Wallis,1.274,0.5288668966709724,,,,,,,0.7789352552089532,False,103.0,40.0,5.0,118.0,119.0,135.0
HFE_overall,PSAc_S,Mann-Whitney U,89.0,0.5289784195821996,,,,,,,0.7789352552089532,False,14.0,11.0,,0.567,0.47,
HFE_overall,NKbb._CD16+CD56+_ap,Mann-Whitney U,211.5,0.5284297156270548,,,,,,,0.7789352552089532,False,37.0,13.0,,156.0,213.0,
HFE_overall,Krvný obr._DIFF_RET: Monocyty_%,Kruskal-Wallis,1.304,0.5211133824890252,,,,,,,0.7789352552089532,False,103.0,39.0,5.0,7.7,8.3,7.0
HFE_overall,ABR_artéria: pH_B,Mann-Whitney U,2692.0,0.5185373907266544,,,,,,,0.7789352552089532,False,123.0,41.0,,7.377,7.361,
HFE_C282Y,Saturácia Trf,Mann-Whitney U,5754.5,0.5479870638875978,31.0,,397.0,30.996,,32.409,0.7793593797512501,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_RET: Eozinofily_%,Mann-Whitney U,291.5,0.5444657222213884,5.0,,139.0,1.5,,1.9,0.7793593797512501,False,,,,,,
HFE_overall,Kortizol_S_ a.m.,Mann-Whitney U,43.0,0.5349118116145979,,,,,,,0.7833681175558046,False,15.0,7.0,,426.0,582.0,
HFE_overall,Imunoblot ANA: SS-B/La,Mann-Whitney U,3245.5,0.5384070729047548,,,,,,,0.7834114553311827,False,122.0,55.0,,0.0,0.0,
HFE_overall,Krvný obr._DIFF_RET: Trombocyty_PLT,Kruskal-Wallis,1.229,0.5407877583442866,,,,,,,0.7834114553311827,False,103.0,40.0,5.0,199.0,192.5,234.0
HFE_H63D,Krvný obr._DIFF_RET: Retikulocyty_#,Mann-Whitney U,1548.0,0.6069263958357477,28.0,,118.0,41.4,,50.7,0.7884092887082016,False,,,,,,
HFE_H63D,Imunoreg.index_IRI,Mann-Whitney U,243.0,0.606005128956765,11.0,,40.0,2.3,,2.1,0.7884092887082016,False,,,,,,
HFE_H63D,Pomoc.TLy_CD4+_a.p,Mann-Whitney U,198.0,0.6224501991872626,11.0,,40.0,733.0,,754.0,0.7892311138020316,False,,,,,,
HFE_H63D,Saturácia Trf,Kruskal-Wallis,0.966,0.6169981923865757,106.0,8.0,316.0,34.745,33.788,32.278,0.7892311138020316,False,,,,,,
HFE_H63D,"ELFO_S: beta1,2_globulín",Kruskal-Wallis,0.954,0.6207474415484557,113.0,11.0,350.0,8.87,8.63,8.895,0.7892311138020316,False,,,,,,
HFE_H63D,LKM1,Mann-Whitney U,1335.5,0.6166053109687308,27.0,,93.0,0.41,,0.32,0.7892311138020316,False,,,,,,
HFE_H63D,C4_S,Mann-Whitney U,3074.5,0.6174201669195266,41.0,,158.0,0.21,,0.22,0.7892311138020316,False,,,,,,
HFE_overall,Krvný obr._DIFF_RET: Monocyty_#,Kruskal-Wallis,1.196,0.5498095550387629,,,,,,,0.792198713711766,False,103.0,39.0,5.0,0.53,0.52,0.56
HFE_overall,T Ly_CD3+,Mann-Whitney U,287.5,0.5537168381712307,,,,,,,0.7935620996250794,False,37.0,14.0,,80.0,77.5,
HFE_S65C,Quickov test: PT_%,Mann-Whitney U,91645.5,0.5229761348934738,97.0,,1965.0,71.6,,73.0,0.798831678573548,False,,,,,,
HFE_overall,Imunoblot ANA: SS-A/Ro52kD,Mann-Whitney U,3550.0,0.5603793458334327,,,,,,,0.7988386419327658,False,126.0,55.0,,0.0,0.0,
HFE_H63D,Močový sediment A: Erytrocyty,Mann-Whitney U,475.0,0.6385689531957375,23.0,,44.0,4.0,,4.0,0.8058132028422401,False,,,,,,
HFE_S65C,Fosfor_S,Mann-Whitney U,2864.5,0.533532289540285,21.0,,297.0,1.02,,1.05,0.8060976983271696,False,,,,,,
HFE_S65C,Cholinesteráza_S,Mann-Whitney U,641.0,0.5449933131291592,9.0,,162.0,120.09,,126.485,0.8064627740713435,False,,,,,,
HFE_S65C,Horčík-S,Mann-Whitney U,4265.5,0.5453777033288222,23.0,,401.0,0.82,,0.83,0.8064627740713435,False,,,,,,
HFE_S65C,Krvný obr._DIFF_RET: Monocyty_#,Mann-Whitney U,556.0,0.5511991675395337,7.0,,140.0,0.58,,0.525,0.806491413557844,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_5pop: Lymfocyty_%,Kruskal-Wallis,1.046,0.5928070254255748,105.0,14.0,1178.0,20.7,20.25,20.2,0.8065776619645598,False,,,,,,
HFE_C282Y,Antitrombín III,Mann-Whitney U,245.0,0.5729767001473933,5.0,,85.0,65.5,,68.7,0.8065776619645598,False,,,,,,
HFE_C282Y,Močový sediment A: Leukocyty,Mann-Whitney U,178.0,0.593359934523972,7.0,,58.0,5.0,,7.0,0.8065776619645598,False,,,,,,
HFE_C282Y,Krvný obr._DIFF_RET: Monocyty_#,Mann-Whitney U,298.5,0.5965313958279558,5.0,,139.0,0.42,,0.53,0.8065776619645598,False,,,,,,
HFE_C282Y,Beta2 mikroglob. _S,Mann-Whitney U,401.0,0.5879389688397927,6.0,,118.0,3.45,,2.9,0.8065776619645598,False,,,,,,
HFE_C282Y,C3_S,Mann-Whitney U,1179.5,0.5798816912928115,14.0,,185.0,1.08,,1.09,0.8065776619645598,False,,,,,,
HFE_C282Y,Imunoblot ANA: Rib-PO,Mann-Whitney U,1053.5,0.5887665463920767,13.0,,171.0,0.0,,0.0,0.8065776619645598,False,,,,,,
HFE_overall,GF(S)-Cockroft,Mann-Whitney U,152.0,0.5738956233180774,,,,,,,0.8094948792065513,False,19.0,18.0,,0.97,1.11,
HFE_overall,Močový sediment A: Erytrocyty,Mann-Whitney U,584.5,0.5731917266688537,,,,,,,0.8094948792065513,False,39.0,28.0,,4.0,4.0,
HFE_overall,Krvný obraz_RET: Stredná konc._HGB,Mann-Whitney U,61.5,0.5784497697586836,,,,,,,0.811646797357734,False,18.0,8.0,,31.55,32.05,
HFE_S65C,Močový sediment: Erytrocyty,Mann-Whitney U,2525.5,0.5957121817613157,17.0,,278.0,2026.0,,2026.0,0.8140139938275422,False,,,,,,
HFE_S65C,Etanol v sére,Mann-Whitney U,619.5,0.5827584686214373,6.0,,185.0,0.033,,0.03,0.8140139938275422,False,,,,,,
HFE_S65C,Krvný obr._DIFF_RET: Lymfocyty_%,Mann-Whitney U,428.5,0.5789827918879444,7.0,,140.0,20.7,,20.1,0.8140139938275422,False,,,,,,
HFE_S65C,Vitamín B12,Mann-Whitney U,2425.0,0.5973340098590598,16.0,,281.0,816.5,,662.0,0.8140139938275422,False,,,,,,
HFE_S65C,Krvný obr._DIFF_5pop: Hemoglobín_HGB,Mann-Whitney U,28014.5,0.5895108709626762,47.0,,1250.0,122.0,,122.0,0.8140139938275422,False,,,,,,
HFE_S65C,Krvný obr._DIFF_RET: Leukocyty_WBC,Mann-Whitney U,552.5,0.5971546955765048,7.0,,141.0,6.9,,6.4,0.8140139938275422,False,,,,,,
HFE_S65C,Ceruloplazmín,Mann-Whitney U,3283.5,0.5953940402040326,18.0,,394.0,0.245,,0.25,0.8140139938275422,False,,,,,,
HFE_H63D,Krvný obr._DIFF_RET: Šírka dist.kriv._RBC,Mann-Whitney U,1503.0,0.6493034117760641,27.0,,118.0,14.6,,14.7,0.8144517309142429,False,,,,,,
HFE_H63D,LDH_ascites,Mann-Whitney U,601.5,0.6515613847313944,24.0,,47.0,1.3,,1.1,0.8144517309142429,False,,,,,,
HFE_overall,Krvný obr._DIFF_RET: Stredný objem_RBC,Kruskal-Wallis,1.066,0.5866979604347371,,,,,,,0.815142206525785,False,103.0,40.0,5.0,92.2,93.4,93.6
HFE_overall,Amoniak_P,Mann-Whitney U,1747.5,0.5870240517144645,,,,,,,0.815142206525785,False,60.0,55.0,,60.5,50.0,
HFE_overall,ABR_artéria: BE_B,Mann-Whitney U,2656.5,0.6094813090305575,,,,,,,0.8158415719369467,False,123.0,41.0,,-3.6,-2.8,
HFE_overall,Krvný obr._DIFF_RET: Bazofily_%,Kruskal-Wallis,1.007,0.6045306386182885,,,,,,,0.8158415719369467,False,103.0,40.0,5.0,0.2,0.2,0.1
HFE_overall,Cyt.TLy_CD8+_a.p,Mann-Whitney U,264.0,0.6109632654075642,,,,,,,0.8158415719369467,False,37.0,13.0,,360.0,302.0,
